id,tanggal,platform,topik,teks
473,19 hours ago,YouTube,Makan Bergizi Gratis,"Ternyata yg lapar org org ini, bkn para murid sekolah"
474,19 hours ago,YouTube,Makan Bergizi Gratis,SPPG MERUGI.??? TWF
475,20 hours ago,YouTube,Makan Bergizi Gratis,Ini lah orang orang yang menguras duit rakyat
476,20 hours ago,YouTube,Makan Bergizi Gratis,manusia rakus..
477,20 hours ago,YouTube,Makan Bergizi Gratis,Ruginya dr mana ? 😂
478,20 hours ago,YouTube,Makan Bergizi Gratis,"Ini sudah gila pemilik sppg, klo libur ya libur, yg namanya orderan harusnya disesuaikan bukan sesuka hati😂"
479,20 hours ago,YouTube,Makan Bergizi Gratis,HILANG LADANG CUAN......😂😂😂😂😂😂😂
480,20 hours ago,YouTube,Makan Bergizi Gratis,rugi dimana? dasar ngitungnya gimana?
481,21 hours ago,YouTube,Makan Bergizi Gratis,Yang kelaparan....lagi teriak2
482,21 hours ago,YouTube,Makan Bergizi Gratis,Mbg stooop ganti uang tunai akan lebih baik
483,21 hours ago,YouTube,Makan Bergizi Gratis,stopppppp selamanya
484,21 hours ago,YouTube,Makan Bergizi Gratis,Niatnya ni yg punya dapur itu ngerampok negara...😅😂
485,21 hours ago,YouTube,Makan Bergizi Gratis,"Itu tandanya mereka berspekulasi mengejar keuntungan besar dari anggaran negara, mereka tidak punya empati."
486,22 hours ago,YouTube,Makan Bergizi Gratis,Terus ruginya karena apa ya 😂
487,23 hours ago,YouTube,Makan Bergizi Gratis,Makanya ada demo yg dukung mbg inilah orang2 yg yg dirugikan😂😂😂
488,23 hours ago,YouTube,Makan Bergizi Gratis,"sama kayak bosku dulu, saat perusahaan rugi, ajak meeting sambil marah2, saat perusahaan untung, rumahnya direnovasi, beli mobil baru kredit"
489,23 hours ago,YouTube,Makan Bergizi Gratis,"Anak2  Sedang  Liburan , Otomatis  Punya  Kesibukan  Masing2, Jadi Sekolah  tdk  Ada Siswanya/ Muridnya. Otomatis  MBG   ikut  LIBUR   Juga."
490,23 hours ago (edited),YouTube,Makan Bergizi Gratis,"seharusnya anak2 sekolah yg rugi, kenapa dapur yg ribut rugi. salah sendiri bikin dapur cuma mau cari untung gede sampe racunin anak2"
491,23 hours ago,YouTube,Makan Bergizi Gratis,Ternyata yg kelaparan pengusaha bukan anak2 sekolah.. sampai disini paham
492,1 day ago,YouTube,Makan Bergizi Gratis,"Yg butuh mbg itu bukan suswa, tp sppg yg butuh mbg,"
493,1 day ago,YouTube,Makan Bergizi Gratis,Serakah dan tamak memang sifat manusia
494,1 day ago,YouTube,Makan Bergizi Gratis,Sudah jelas kalau diteruskan yang menjerit rakyat kecil pengusaha menjerit karena tidak untuk.Dulu tidak ada MBG juga tenang2 aja
495,1 day ago,YouTube,Makan Bergizi Gratis,Doaku semoga MBG tidak berlanjut Amin Aminkan gaesss....
496,1 day ago,YouTube,Makan Bergizi Gratis,Panik kan🤣
497,1 day ago,YouTube,Makan Bergizi Gratis,"Alasannya hak gizi anak hilang 🤣
Bilang saja kalian takut tidak dapat insentif 👊"
498,1 day ago,YouTube,Makan Bergizi Gratis,Negara paling parah....😂😂😂 kan kalau libur siapa dikasih makan😂😂😂 stoppp MBG ladang kekacauan
499,1 day ago,YouTube,Makan Bergizi Gratis,🤣🤣🤣 lucunya
500,1 day ago,YouTube,Makan Bergizi Gratis,"Kalau untung tidak teriak""rugi,anak sekolah libur ya Mbg menyesuai kn dengan anak sklah libur.Mbg lanjut masak apa yg mau makn Setan/iblis di sekolah."
501,1 day ago,YouTube,Makan Bergizi Gratis,Pengusaha❎  org politik✅
502,1 day ago,YouTube,Makan Bergizi Gratis,RASAIN LUUU.  makanya kalo sudah buka dapur SPPG nya jangan kayak kemarin jatah makan anak anak sekolah dikurangi dari 10K jadi 8K
503,1 day ago,YouTube,Makan Bergizi Gratis,"Memang Gilak...
Katanya untuk memperbaiki gizi, tapi begitu di berhentikan yang protes malah sppg bukan muridnya 
Kocak kocak Gilak 😅😂😅😂"
504,1 day ago,YouTube,Makan Bergizi Gratis,Tutup hingga akhir jaman
505,1 day ago,YouTube,Makan Bergizi Gratis,"Kpk jaksa silakan tangkap ini pengusaha.... Jelas ini orang orang yang korupsi.... Angaran mbg. 
Logika saja mbg buat abak sekolah kalao sekolh libur sopo seng bakal mangan.. 
Ememe isentif 6 jt iku ngak masuk akal"
506,1 day ago,YouTube,Makan Bergizi Gratis,Setob diwaktu anak sekolah libur mbg
507,1 day ago,YouTube,Makan Bergizi Gratis,Itu betul. Kalo anak sekolah libur. Siapa yang makan.
508,1 day ago,YouTube,Makan Bergizi Gratis,"Kok Rugi ???? 

Untung ya diem² aja"
509,1 day ago,YouTube,Makan Bergizi Gratis,Koruptor kelas teri mulai merebak.
510,1 day ago,YouTube,Makan Bergizi Gratis,Bubarkan mbg program ga jelas.
511,1 day ago,YouTube,Makan Bergizi Gratis,Periksa  juga para mitra mbg dan sppg
512,1 day ago,YouTube,Makan Bergizi Gratis,nah... mereka ini yg demo dukung MBG...
513,18 hours ago,YouTube,Makan Bergizi Gratis,Aminn🤲
514,17 hours ago,YouTube,Makan Bergizi Gratis,Aamiin
515,1 day ago,YouTube,Makan Bergizi Gratis,"Mustinya malu Pengelola MBG bikin konten gini, silahkan baca komen disini, berapa komen yang mendukung secara objektip ?"
516,1 day ago,YouTube,Makan Bergizi Gratis,😅TUTUP LAH TUMAN
517,1 day ago,YouTube,Makan Bergizi Gratis,MBG adalah Proyek bagi bagi uang rakyat untuk pendukung politik pemerintah 2029 berkedok gizi. 20% buat makanan Dan 80% untuk koruptor. Dinegara maju masuk akal Karena 100% buat anak anak tanpa korupsi. Kalau di Indonesia akal akalan. Kenapa ngak 100% transfer ke Ibu kandungnya?  Duit nya buat pemilu 2029 ya? 😂😂😂
518,1 day ago (edited),YouTube,Makan Bergizi Gratis,di luncurkan nya pembaharuan wacana malah nongol koruptor² baru di depan muka🤦🏻😬
519,1 day ago,YouTube,Makan Bergizi Gratis,"Tau kan artinya yg butuh MBG adalah pemilik dapur😂
Bukan anak2"
520,1 day ago,YouTube,Makan Bergizi Gratis,"Namanya jg pengusaha jd harus usaha sendiri, apa pun resikonya y tanggung sendiri bos...😂

Kerugianmu akibat keserakahanmu sendiri......😏"
521,1 day ago,YouTube,Makan Bergizi Gratis,tutup aja selamanya
522,1 day ago,YouTube,Makan Bergizi Gratis,Iya setujulah diliburkan bagus kebayang kalau ada tuh contoh satu SD saja 200 orang anak kan tidak tahu pada kemanasa kebayang itu mbg mubajir pokoknya mbg itu husus saat pembelajaran di kami mah ketika SD kls 6 ujian ngebel ke sppg nya tidak usah dikirim SD kami karena ujian kls 6 tuh adik kls engga pada ngambil mbg kami minta anak yang lagi ujian jadi bodoh banget kalau libur mbg ada hanya buang uang negara
523,1 day ago,YouTube,Makan Bergizi Gratis,Hanya  orang   bahlul   aja  yg  bikin  kebijakan  sewa  tempat  6  juta  SEHARIIII... Buat  masak  ??!... Sementara  ada   kantin  yg  gratiss  yg   bs  dimanfaatkan... Otak  dimana   cobaa
524,1 day ago (edited),YouTube,Makan Bergizi Gratis,"Klu mau anterin kerumah2 murid pak,jangan libur sekolah anak suruh kesekolah cuma ngambil mbg,dikira beli bensin pakek daun,otak dipakek dong,otaknya pada dipantat sih yg punya sppg"
525,1 day ago,YouTube,Makan Bergizi Gratis,Inilah salah satu bukti tidak ada perancangan atau diskusi diawal sebelum program ini berjalan 😂
526,1 day ago,YouTube,Makan Bergizi Gratis,Stuju lebih baik hapus slamanya
527,1 day ago,YouTube,Makan Bergizi Gratis,Ruginya dimana?😅😅
528,1 day ago,YouTube,Makan Bergizi Gratis,😂😂😂
529,1 day ago,YouTube,Makan Bergizi Gratis,😂 ya kalau mau lanjut pakai uang mereka sendiri. jngn pakai uang rakyat pajak.
530,1 day ago,YouTube,Makan Bergizi Gratis,😅😂
531,1 day ago,YouTube,Makan Bergizi Gratis,Begitulah kalo berbisnis dengan pemerintah 😂
532,1 day ago,YouTube,Makan Bergizi Gratis,"😂😂😂😂😂😂😂😂
NIAT JAHAT, CARA BURUK & HASIL KOTOR
Bagi-bagi Jabatan & Ladang Rebutan Kue APBN?
😂🤣😂🤣🤣😂🤣  pemerintahan penuh tipu-tipu? 😂😂🤣🤣 adakah sesuatu yang bisa diandalkan dari presiden, DPR, gubernur, DPRD dan bupati semuanya ala amplop berisi Rp.50 K? 😂😂😂🤣🤣 presidennya antek bekas presiden bekas? 😂😂🤣🤣😂 bahkan ditambah konspirasi maupun kendali oligarki politik-bisnis dalam negeri, asing & aseng? 😂😂😂
Pemerintahan dijadikan lapangan pekerjaan para gelandangan politik, rebutan proyek elite parpol dan ladang korupsi politikus bejat? 😂😂😂😂😂"
533,1 day ago,YouTube,Makan Bergizi Gratis,EMANG KALAU MURIDNYA LIBUR MAU DIMAKAN SIAPA..
534,1 day ago,YouTube,Makan Bergizi Gratis,Gimana ngitungnya koq bisa rugi?
535,15 hours ago,YouTube,Makan Bergizi Gratis,Iyya betul haaa ..ketauan skrg kamimah gak butuh mkn tau Alhamdulillah udah tercukupi mkn sendri gak butuh di kasih dr dl smpai skrg buktinya kami bisa makan enak tanpa ada mbg😂 😂
536,1 day ago,YouTube,Makan Bergizi Gratis,😂 la wong dapur nya aja gaib coba cek berapa ratus titik dapur tanpa bisa dilihat cuma ada di catatan nama dapurnya doang
537,1 day ago,YouTube,Makan Bergizi Gratis,Ini macam pun ada 😂😂
538,1 day ago,YouTube,Makan Bergizi Gratis,namanya pengusaha ya hrs siap rugi.ada rugi ada laba. mbg menguntungkan sebagian pihak. ada yg berani berhutang byk hanya untuk membuat dapur. tp klu ditutup ya hrs siap konsekuensinya. orang bermain itu ya hrs siap segala resiko. klu untung ya kaya.
539,1 day ago,YouTube,Makan Bergizi Gratis,😂😂😂😂 lihat anak buah pak gemoy yg rakus.. baru di suruh libur 3minggu udh kelabakan... Si gemoy tetap kekeuh padhl udh dengan jelas terlihat prilaku para pemilik sppg....apanygbada dinhati munpak GEMOY
540,1 day ago,YouTube,Makan Bergizi Gratis,"Nah kan aneh,"
541,1 day ago,YouTube,Makan Bergizi Gratis,Oooo..mintanya dihentikan selamax kok.
542,1 day ago,YouTube,Makan Bergizi Gratis,"Mampuss...salah sendiri bikin program ga jelas.. 1 hal yang paling saya ga suka dengan pemerintah ini, sounding semua baik2 saja tapi tiba2 ada kabar ini itu kacau. dan skr pemda mencuat tidak sanggup bayar gaji PPPK."
543,1 day ago,YouTube,Makan Bergizi Gratis,"Ya SPPG tetep aja masak jual diluaran sana masakannya, itulah resiko jadi pengusaha, pasti takut ga ada yang beli ya Boss,,karena Citra Keracunan sudah melekat di masyarakat"
544,1 day ago (edited),YouTube,Makan Bergizi Gratis,"Ratusan triliun untuk kesejahteraan SPPG,, di ambil dari ratusan triliun untuk kesejahteraan guru, kesehatan, infrastruktur dll"
545,1 day ago,YouTube,Makan Bergizi Gratis,"Otak isi rugi ,MBG bubar , rugi , selamanya"
546,2 days ago,YouTube,Makan Bergizi Gratis,"pak prabowo tolong dong bantulah para koruptor. 
kalo MBG libur koruptor pada gak menghasilkan🎉🎉😂"
547,2 days ago,YouTube,Makan Bergizi Gratis,Semoga tutup selamanya aamiin🤲
548,2 days ago,YouTube,Makan Bergizi Gratis,"Ya jelas rugilah pengusaha , gajian bulanan ke karyawan , masa karyawan ga kerja tapi pengusaha harus tetep ngasih gaji 😂"
549,2 days ago,YouTube,Makan Bergizi Gratis,Yang lapar rakyat atau pengusaha?
550,2 days ago,YouTube,Makan Bergizi Gratis,"RUGI APA ????????????
ORANG OPERASIONAL DIBAYARIN SEMUA DARI PAJAK"
551,2 days ago (edited),YouTube,Makan Bergizi Gratis,"Pengusaha MBG maksa...
Hey, itu duit rakyat kok ikut ngatur sih?"
552,2 days ago,YouTube,Makan Bergizi Gratis,Semoga MBG ttup selamanya
553,2 days ago,YouTube,Makan Bergizi Gratis,"kok merugi ya? MBG program pemerintah bukan swasta kan? kan harusnya pemerintah sudah mengkaji termasuk hari libur sekolah, masa iya pemerintah ga mikir kesitu? apa perlu kena kritisi mahasiswa lagi? sebenarnya pemerintah berpendidikan ato ga sih? pantes dana pendidikan turun terus malah dialokasi ke yang lain, eh lupa, DPR banyak ga punya ijazah :') sungguh sedihnya jadi WNI"
554,2 days ago,YouTube,Makan Bergizi Gratis,Mantaaap MBG harus dilanjutkan
555,2 days ago (edited),YouTube,Makan Bergizi Gratis,"Sudahlah jangan terlalu rakus.. Nyari uang jgn segitunya.. sudah dapat proyek MBG ya kerjakan sebaik mungkin dan dengan benar. Kalau rugi berarti ada yg salah dgn manajemen kalian.

Jangan malah protes sana sini, rugilah, inilah itulah, buat orang orang jadi makin eneg sama MBG 🤬"
556,2 days ago,YouTube,Makan Bergizi Gratis,Program koq triliun2 tp g jelas
557,1 day ago,YouTube,Makan Bergizi Gratis,Betullll👍👍
558,23 hours ago,YouTube,Makan Bergizi Gratis,"Betull,"
559,18 hours ago (edited),YouTube,Makan Bergizi Gratis,Yesss 👍
560,2 days ago,YouTube,Makan Bergizi Gratis,setjjuuuuuuu
561,1 day ago,YouTube,Makan Bergizi Gratis,njay😂
562,23 hours ago,YouTube,Makan Bergizi Gratis,Amiiinnnnn
563,19 hours ago,YouTube,Makan Bergizi Gratis,Harap kita gitu
564,2 days ago,YouTube,Makan Bergizi Gratis,mereka bukan pengusaha... serakah aja
565,2 days ago,YouTube,Makan Bergizi Gratis,😂😂😂😂😂😂😂😂😂
566,2 days ago,YouTube,Makan Bergizi Gratis,Nggak usah heran klo nanti pajak bakal aneh2 lagi nyari mangsa. Negaranya lagi butuh duit buat mbg.
567,2 days ago,YouTube,Makan Bergizi Gratis,gpp gak libur dapur MBG selama liburan sekolah dgn syarat pakai modal duit pengusaha pribadi jgn pakai anggaran negara jgn ngambil untung terus😂😂😂😂
568,2 days ago,YouTube,Makan Bergizi Gratis,"asal jngn pajak digedein terus ja,cape w , pajak makin gede, gaji w dpotong dulu, THR yg cuma stahun skali dpotong juga,dan potongan nya gede bngt pula,,

yg pada dukung MBG,jgn terima kasih ke Prabowo,terima kasih nya ke rakyat,,
tu MBG bukan dari duit Prabowo,tp dari duit rakyat,dari pajak rakyat kelas menengah dan ke atas yg pajaknya makij gede,,yy gajinya dpotong terus dan cicilan makin gede terus,, keadaan orang beda beda,,bagi w, potongan pajak yy gede gitu tiap bulan,kalo kecil bisa bntu bnget w karena keadaan w yy gk enak ini,

JDI RAKYAT KECIL JGN KEBANYAKAN DEMO DAN TERIAK TERIAK DI MEDSOS , DUIT LU GK DIAMBIL, LU DAPAT SUBSIDI MULU,,AMBIL RUMAH DPT KPR SUBSIDI, MAKIN LAMA BISA BELI MOBIL,

JGN MERASA UDAH PALING MENDERITA JA"
569,2 days ago,YouTube,Makan Bergizi Gratis,Kalau libur MBG nya dikasihkan saja ke driver ojol dijalanan ...driver ojol banyak yang butuh makan gratis...apalagi Jumat berkah...banyak ojol yang berangkat kerja belum makan
570,2 days ago,YouTube,Makan Bergizi Gratis,jadi yang butuh mbg siapa ya?
571,2 days ago (edited),YouTube,Makan Bergizi Gratis,Dari pada pengusaha sppg jadi miskin. Lebih baik kasih saja anggaran semua mereka. Indonesian sistem ekonomi nya Hanya 2. Kaya tambah kaya miskin tetap miskin
572,2 days ago,YouTube,Makan Bergizi Gratis,Aturan seenak jidat
573,2 days ago,YouTube,Makan Bergizi Gratis,"Objek nya kan para peserta didik
Kalau sistem belajar mengajar
Libur
Otomatis Libur dong, Dapur nya
Sudah wajar
Normal
Kalau....... Pemilik SP p6
M4R4H
Kesan nya malah
LUCU
Koc  4K"
574,2 days ago,YouTube,Makan Bergizi Gratis,"Libur sebetulnya tidak rugi, hanya tidak ada pemasukan, kan sebelumnya sudah untung, dapat 6 juta sehari, dan juga mengurangi harga makanan."
575,2 days ago,YouTube,Makan Bergizi Gratis,Ya pengusaha😂😂
576,1 day ago,YouTube,Makan Bergizi Gratis,"​ @ssssttt3526 kocak kan
Jadi ini bukan ingin mengurangi stunting tapi malah pengen cuan"
577,11 minutes ago,YouTube,Makan Bergizi Gratis,"Luar biasa Prestasi Prabowo Gibran 😅

Indonesia Maju

Maju Kemiskinan nya
Maju Sulit nya
Maju Korupsi nya
Maju MBG nya
Maju Koperasi 🇮🇩
Maju Harga Sembako

Turunkan Prabowo Gibran
Adili Listyo Sigit
Reformasi KPK
Audit Adili Pejabat2 Negara


KDM Wajib Presiden RI❤🎉"
578,20 minutes ago,YouTube,Makan Bergizi Gratis,Hahaha MEREKA KEPANASAN... saat di sentil pak wowo.... DPR DPD DPRD buat apa kalo tidak mensejahterakan RAKYAT??!!! wkwkwkw kalian aja BUBARKAN.... ocah aceh ocah aceh   mau merdeka mereka silahkan!!! Gabung sana sama singapore sekalian.... Biar jelas WAR nya.... Kasian singapur se kecamatan butuh bantuan noh wkwkwkw
579,32 minutes ago,YouTube,Makan Bergizi Gratis,D kelola sekolah saja
580,37 minutes ago,YouTube,Makan Bergizi Gratis,MBG mutlak harus ada kalau negara ini mau berdaulat ✊️
581,41 minutes ago,YouTube,Makan Bergizi Gratis,"Bagaimana dengan bansos, blt, kip apa sudah tepat sasaran selama 10 tahun siapa yang diuntungkan dan itu progran jokowi kenapa masih ada di pemerintahan prabowo??? Apa dampak bansis, blt , kip selama 10 tahun mengapa dpd tidak evaluasi dan hentikan bansos, blt, kip toh jokowi bukan presiden yang saat ini sudah di riset 99%palsu. Kenapa anda tidak cek sekarang dari presiden, wapres dpr, dpd dan fraksi hingga kepala daerah dan desa di cek ijazah mereka asli dgn kuliah offline atau palsu dgn kuliah online atau bayar. Jangan program presiden kalian politisasi tapi pula kenapa bansos masih ada sekarang???"
582,42 minutes ago,YouTube,Makan Bergizi Gratis,Stop total mbg!! Bubarkan DPR DPRD!!
583,46 minutes ago,YouTube,Makan Bergizi Gratis,"Utk apa orang perorang dpd mengkritik (dlm gedung). Secara kelembagaan, sebaiknya dpd secara resmi menyampaikan kpd presiden selaku kepala pemerintahan."
584,55 minutes ago,YouTube,Makan Bergizi Gratis,Karena bapak tidak punya SPPG. Coba kalo punya 😅
585,1 hour ago,YouTube,Makan Bergizi Gratis,Kata pak Purbaya presiden kita Prabowo PINTAR . ????  Pintar apaaan??? Ngabisin aja.  Bukti nya 10+ 6 aja jd 17 . 😂
586,2 hours ago,YouTube,Makan Bergizi Gratis,"Memalukan presiden hy py program makan saja Morat marit  ,  ratusan trilyun hy jadi tai. Tp yg di korup bisa JD istana"
587,2 hours ago,YouTube,Makan Bergizi Gratis,"Mantaaap  👍👍👍  Menurutku kalau MBG masih bisa dijadikan peluang korupsi buat para Maling Berkedok  Gizi, lebih baik dialihkan ke sektor lain, sekolah gratis dan kesehatan gratis dan perbaikan infrastruktur yang lebih prioritas. Sebaiknya Prabowo Subianto mendengar aspirasi dan jeritan rakyat pada kepentingan yang sangat mendesak dan prioritas, bila pemerintahan Prabowo Subianto ingin berlanjut, bila tidak mendengar jeritan dan aspirssi rakyat saya kuatir beliau tumbang di tengah perjalanan. Allohu Akbar  !!! Merdeka  💪💪💪🇮🇩🇮🇩🇮🇩❤❤❤🙏"
588,2 hours ago,YouTube,Makan Bergizi Gratis,"DPD TAI UCING YG SUKA RAKYAT LAPAR HARUS PERBAIKIN AJA M B G 
SAHIN AJA UUD PERAMPASAN ASET& HUKUMAN MATI KORUPTOR ITU DI SAH IN"
589,2 hours ago,YouTube,Makan Bergizi Gratis,"UU korupsi,di syahkan dulu!!!!itu akan LBH baik,pidana mati,sita aset,miskinkan"
590,2 hours ago,YouTube,Makan Bergizi Gratis,jangan gengsi Prabowo itu program visi misi bubarkan mbg program gagal bangkrut negara krma program tolol stop slamanya MBG selmatkan uang negara
591,2 hours ago,YouTube,Makan Bergizi Gratis,Untuk MBG persoalan jangka panjang... Niat baik tapi pembenahan nya terlalu lama dan bertele - tele... Sudah tau lahan korupsi... Pengawasan menyeluruh.. Lebih baik presiden sidak langsung... Jadi lebih cepat dan lebih baik...
592,3 hours ago,YouTube,Makan Bergizi Gratis,Anggota dewan parcok pemerintah..sy merasa ga tau semua tampak omon omon smua abu2..sy merasa suudzon trus mereka smua penjahat
593,3 hours ago,YouTube,Makan Bergizi Gratis,"PSN  Prabowo MBG dn KOPDES trlalu masif dn Dipaksak .... HARUSNY pakai percontohan trlebih dahulu   JUJUR sya pilih Prabowo Gibran dlu, agar PAPUA , ACEH tenang dn ngk ada lg KKB,"
594,3 hours ago,YouTube,Makan Bergizi Gratis,Harus ada revolusi pemerintahan
595,3 hours ago,YouTube,Makan Bergizi Gratis,Apa berani SPPG diaudit???
596,3 hours ago,YouTube,Makan Bergizi Gratis,"yang bilang MBG dibubarin itu mnurut saya sangat sehat akalnya, namun gini pak, banyak pihak akan dirugikan trutama elit elit sana yang sudah punya titik SPPG. kita liat aja bahkan aparat negara dan ada ""perwakilan rakyat"" pun punya titik sppg, kalo ditutup tentu mreka tidak akan diam saja."
597,3 hours ago,YouTube,Makan Bergizi Gratis,Pendapatan DPD semenjak ada MBG kurang....ngak balik modal buat jadi DPD😂😂
598,4 hours ago,YouTube,Makan Bergizi Gratis,"Yang bisa membuat manusia itu cerdas dan berkwalitas adalah pendidikan, bukan mbg, stop mbg ganti dengan kuliah gratis."
599,4 hours ago,YouTube,Makan Bergizi Gratis,"Programnya bagus buat rakyat,tapi panitia atau pengurus MBG banyak nggak beres semua,ambil untung sendiri2.kasihan program pak prabowo buat main2,padahal buat jangka panjang."
